,Count,Count,Count,Count,Count,Count,Count,Count,Count
Document,Britain and the world,Business Environment,Foreword from the Prime Minister,Grand Challenges,Ideas,Infrastructure,Introduction,People,Places
Word,,,,,,,,,
life helping,0,1,0,0,0,0,0,0,0
life households,0,0,0,0,0,1,0,0,0
life man,0,0,0,0,0,0,0,1,0
life many,0,0,0,0,0,0,1,0,0
life mcgregor,0,0,0,0,0,0,0,1,0
life projects,0,0,0,0,0,0,0,1,0
life retirement,0,0,0,1,0,0,0,0,0
life sciences,0,16,1,5,3,0,1,0,1
life value,0,1,0,0,0,0,0,0,0
lifestyle data,0,0,0,0,1,0,0,0,0
lifestyle stay,0,0,0,1,0,0,0,0,0
lifetime benefits,0,0,0,0,0,0,0,1,0
lifetime uk,0,0,0,0,1,0,0,0,0
lifetimes fundamental,0,0,0,0,0,0,0,1,0
lift productivity,0,1,0,0,0,0,0,0,0
light bulbs,0,0,0,0,1,0,0,0,0
lighter longer,0,0,0,0,1,0,0,0,0
like artificial,0,0,0,0,2,0,0,0,0
like buy,0,0,0,2,0,0,0,0,0
like chartered,0,0,0,0,0,0,0,1,0
like consider,0,0,0,0,0,1,0,0,0
like ebola,0,0,0,0,1,0,0,0,0
like email,0,1,0,0,0,0,0,0,0
like high,0,0,0,0,0,0,0,0,1
like manufacturing,0,0,0,0,1,0,0,0,0
like nuclear,0,0,0,0,1,0,0,0,0
like virtual,0,1,0,0,0,0,0,0,0
likely choose,0,0,0,0,0,0,0,1,0
likely come,0,0,0,0,0,0,1,0,0
likely employ,0,0,0,0,0,0,0,2,0
likely employed,0,0,0,0,0,0,0,2,0
likely go,0,0,0,0,0,0,0,2,0
likely mean,0,1,0,0,0,0,0,0,0
likely operate,0,0,0,1,0,0,0,0,0
likely outperform,0,0,0,0,0,0,0,1,0
likely role,0,0,0,0,0,0,0,1,0
likely trust,0,1,0,0,0,0,0,0,0
likely two,0,0,0,1,0,0,0,0,0
limited life,0,0,0,0,1,0,0,0,0
limited sectors,0,1,0,0,0,0,0,0,0
limiting number,0,0,0,0,0,0,0,1,0
lincolnshire run,0,1,0,0,0,0,0,0,0
line national,0,0,0,0,0,1,0,0,0
line outcome,0,0,0,1,0,0,0,0,0
line scotland,0,0,0,0,0,0,1,0,0
line sunderland,0,1,0,0,0,0,0,0,0
linear take,0,0,0,0,0,1,0,0,0
lines alongside,0,0,0,0,0,1,0,0,0
lines physical,0,0,0,1,0,0,0,0,0
linguistics substantial,0,0,0,1,0,0,0,0,0
link educational,0,0,0,0,0,0,0,1,0
link energy,0,0,0,0,2,0,0,0,0
link local,0,0,0,0,1,0,0,0,0
link people,0,0,0,0,0,1,0,0,0
link skills,0,0,0,0,0,0,0,1,0
linking high,0,1,0,0,0,0,0,0,0
linking jodrell,0,0,0,0,1,0,0,0,0
linking towns,0,0,0,0,0,1,0,0,0
links cities,0,0,0,0,0,0,0,0,1
links industry,0,0,0,0,1,0,0,0,0
links jodrell,0,0,0,0,1,0,0,0,0
links major,0,0,0,0,0,0,0,0,1
list either,0,0,0,0,0,0,0,1,0
listed businesses,0,1,0,0,0,0,0,0,0
listed sites,0,0,0,0,0,1,0,0,0
listen understand,0,1,0,0,0,0,0,0,0
listening consulting,0,0,0,0,0,0,1,0,0
literacy numeracy,0,0,0,0,0,0,0,1,0
literacy parts,0,0,0,0,0,0,0,1,0
lithium ion,0,0,0,0,1,0,0,0,0
little business,0,0,0,0,1,0,0,0,0
little nurtured,0,0,0,0,0,0,1,0,0
live business,0,0,0,0,0,1,0,0,0
live exceed,0,1,0,0,0,0,0,0,0
live lives,0,0,1,0,0,0,0,0,0
live prospect,0,0,0,2,0,0,0,0,0
live remain,0,0,0,0,0,0,0,0,1
live work,1,0,0,2,1,3,3,0,1
lively thriving,0,0,0,0,1,0,0,0,0
liverpool city,0,0,0,0,1,0,0,0,1
liverpool manchester,0,0,0,0,0,1,0,0,1
lives also,0,0,0,0,0,0,0,1,0
lives automation,0,0,0,0,0,0,0,1,0
lives based,0,0,0,0,0,0,0,1,0
lives become,0,0,0,0,0,0,0,1,0
lives boost,0,0,0,0,0,0,0,1,0
lives business,0,0,0,0,0,1,0,0,0
lives continuing,0,0,0,1,0,0,0,0,0
lives digital,0,0,0,0,0,1,0,0,0
lives driving,0,1,0,0,0,0,0,0,0
lives fellow,0,0,0,0,0,0,1,0,0
lives fulfilling,0,0,0,0,0,0,1,0,0
lives government,0,0,0,0,0,0,0,2,0
lives increasing,0,0,0,0,0,0,0,1,0
lives increasingly,0,0,0,1,0,0,0,0,0
lives live,0,0,0,0,0,1,0,0,0
lives make,0,0,0,0,0,0,1,0,0
lives must,1,0,0,0,0,0,0,0,0
lives need,0,0,0,1,0,0,0,0,0
lives require,0,0,0,2,0,0,0,0,0
lives set,0,0,0,0,1,0,0,0,0
lives strategy,0,0,0,1,0,0,0,0,0
lives term,0,0,0,0,0,0,0,1,0
lives truly,0,0,0,1,0,0,0,0,0
lives work,0,2,0,1,0,2,0,0,1
lives workers,0,0,1,0,0,0,0,0,0
lives years,0,1,0,0,0,0,0,0,0
living cost,0,0,0,0,0,1,0,0,0
living develop,1,0,0,0,0,0,0,0,0
living establish,0,0,0,0,1,0,0,0,0
living longer,0,0,0,1,0,0,0,0,0
living standards,0,0,1,0,0,0,3,0,0
living urban,0,0,0,1,0,0,0,0,0
living wage,0,1,0,0,0,0,0,0,0
loads heathrow,0,0,0,0,0,1,0,0,0
loan board,0,0,0,0,0,1,0,0,0
loan reimbursement,0,0,0,0,0,0,0,2,0
loan support,0,0,0,0,0,0,0,1,0
loans boost,0,1,0,0,0,0,0,0,0
loans want,0,0,0,0,0,0,0,1,0
loans year,0,1,0,0,0,0,0,0,0
local actors,0,0,0,0,0,0,0,1,0
local agreed,0,0,0,0,0,0,0,0,1
local approaches,0,0,0,0,0,0,0,0,1
local areas,0,1,0,0,0,2,0,3,3
local assets,0,0,0,0,0,0,0,0,1
local authorities,0,2,0,0,0,4,0,0,2
local authority,0,0,0,0,0,1,0,0,0
local barriers,0,0,0,0,0,0,0,0,1
local business,0,2,0,0,0,0,0,0,2
local businesses,0,0,0,0,1,0,0,1,1
local capacity,0,0,0,0,0,0,0,0,1
local community,0,0,0,0,0,1,0,0,0
local content,0,1,0,0,0,0,0,0,0
local decision,0,1,0,0,0,1,0,0,0
local development,0,0,0,0,0,1,0,0,0
local digital,0,0,0,1,0,0,0,2,0
local economic,0,2,0,0,1,0,0,0,1
local economies,0,1,0,0,0,1,0,1,4
local economy,0,1,1,0,1,0,0,1,1
local ecosystems,0,0,0,0,1,0,0,0,0
local employers,0,0,0,0,0,0,0,1,1
local energy,0,0,0,0,0,0,0,0,1
local enterprise,1,4,0,0,3,3,0,2,21
local fibre,0,0,0,0,0,1,0,0,0
local full,0,0,0,0,0,1,0,0,0
local funding,0,0,0,0,0,0,0,0,1
local global,0,0,0,0,0,0,0,0,1
local government,0,1,0,0,1,0,1,0,4
local growth,0,0,0,0,2,6,0,1,2
local high,0,0,0,0,0,1,0,0,0
local industrial,1,0,0,0,1,3,1,2,8
local industries,0,0,0,0,0,0,0,0,1
local influence,0,0,0,0,0,0,0,2,0
local infrastructure,0,0,0,0,0,0,0,0,1
local innovation,0,0,0,0,1,0,0,0,0
local innovative,0,0,0,0,1,0,0,0,0
local insights,0,0,0,0,0,0,0,0,1
local institutions,0,0,0,0,0,0,0,0,1
local intra,0,0,0,0,0,0,0,0,1
local leaders,2,1,1,0,0,0,1,0,6
local leadership,0,0,0,0,0,0,0,0,5
local level,0,2,0,1,0,0,0,2,0
local membership,0,1,0,0,0,0,0,0,0
local national,0,0,0,0,0,0,0,0,1
local needs,0,0,0,0,0,0,0,0,4
local networks,0,0,0,0,2,0,0,0,0
local opportunities,0,0,0,0,1,0,0,0,0
local organisations,0,0,0,0,1,0,0,0,0
local partners,0,0,0,0,0,1,0,0,6
local partnership,0,0,0,0,0,0,0,1,1
local priorities,0,0,0,0,0,0,0,0,2
local productivity,0,0,0,0,2,1,0,0,2
local projects,0,2,0,0,0,1,0,0,0
local regional,0,0,0,0,1,0,0,0,0
local skills,0,0,0,0,0,0,0,0,2
local smart,0,0,0,1,0,0,0,0,0
local sources,0,1,0,0,0,0,0,0,0
local strengths,0,0,0,0,0,0,0,0,1
local supply,0,1,0,0,0,0,0,0,0
local swindon,0,0,0,0,0,0,0,0,1
local transport,0,0,0,0,0,0,0,0,1
local voices,0,0,0,0,0,1,0,0,0
local workers,0,0,0,0,0,0,0,0,1
locally agreed,0,0,0,0,0,0,0,0,1
locally allows,0,1,0,0,0,0,0,0,0
locally driven,0,0,0,0,0,0,0,0,1
locally key,0,1,0,0,0,0,0,0,0
locally number,0,1,0,0,0,0,0,0,0
locally targeted,0,0,0,0,0,0,0,0,1
locate british,0,0,0,0,0,0,0,0,1
locate conduct,0,1,0,0,0,0,0,0,0
locate grow,0,1,0,0,0,0,0,0,0
locate uk,0,0,0,0,0,0,0,2,0
located around,0,0,0,0,0,0,0,0,1
located atlantic,0,0,0,0,0,1,0,0,0
located heart,0,0,0,0,0,0,0,0,1
located sheffield,0,0,0,0,0,0,0,0,1
located throughout,0,0,0,0,1,0,0,0,0
location access,0,1,0,0,0,0,0,0,0
location best,0,0,0,1,0,0,0,0,0
location businesses,0,1,0,0,0,0,0,0,0
location choice,0,0,0,0,0,0,1,0,0
location estimates,0,0,0,0,0,1,0,0,0
location public,0,0,0,0,0,0,0,0,1
locations eventually,0,0,0,0,0,1,0,0,0
logie baird,0,0,0,0,1,0,0,0,0
logistics hub,0,0,0,0,0,1,0,0,0
logistics hubs,0,0,0,0,0,2,0,0,0
logistics manufacturing,0,0,0,0,0,0,0,0,1
logistics new,0,1,0,0,0,0,0,0,0
logistics promotion,0,0,0,0,0,0,0,0,1
london east,0,0,0,0,0,0,0,0,1
london enjoyed,0,0,0,0,0,0,0,0,1
london government,0,0,0,0,0,0,0,0,1
london green,0,0,0,1,0,0,0,0,0
london improve,0,0,0,0,0,1,0,0,0
london industrial,0,1,0,0,0,1,0,0,0
london leeds,0,0,0,0,0,1,0,0,0
london lines,0,0,0,0,0,1,0,0,0
london olympic,0,0,0,0,0,0,1,0,0
london per,0,0,0,0,0,0,0,1,1
london promoting,0,0,0,0,0,0,0,0,1
london providing,0,0,0,0,0,0,0,1,0
london realise,0,0,0,0,0,1,0,0,0
london school,0,1,0,0,0,0,0,0,0
london secondary,0,0,0,0,0,0,0,1,0
london stansted,0,0,0,0,0,0,0,0,1
london stations,0,0,0,0,0,1,0,0,0
london support,0,0,0,0,0,0,0,0,1
london surrounding,0,0,0,0,0,0,0,0,1
london tfl,0,0,0,0,0,2,0,0,0
london turning,0,0,0,0,0,1,0,0,0
london world,0,0,0,0,0,0,1,0,0
lone inventor,0,0,0,0,1,0,0,0,0
long baseline,0,0,0,0,1,0,0,0,0
long development,0,0,0,0,1,0,0,0,0
long history,0,0,0,1,0,0,0,0,0
long lagged,0,0,0,0,0,0,1,0,0
long learning,0,0,0,0,0,0,0,1,0
long listed,0,0,0,0,0,1,0,0,0
long patient,0,0,0,0,1,0,0,0,0
long project,0,0,0,0,0,0,0,0,1
long standing,0,1,0,0,0,0,0,0,0
long tail,0,1,0,0,0,0,3,0,0
long technical,0,0,0,0,0,0,0,1,0
long term,0,8,0,5,2,17,6,1,6
longer able,0,0,0,1,0,0,0,0,0
longer careers,0,0,0,1,0,0,0,0,0
longer costs,0,0,0,0,0,1,0,0,0
longer design,0,0,0,0,1,0,0,0,0
longer ensure,0,0,0,1,0,0,0,0,0
longer ever,0,0,0,1,0,0,0,0,0
longer explore,0,0,0,1,0,0,0,0,0
longer healthier,0,0,0,1,0,0,0,0,0
longer lives,0,0,0,2,0,0,0,0,0
longer term,0,1,0,0,1,2,0,0,0
longer vital,0,0,0,0,0,0,0,1,0
longer working,0,0,0,0,0,0,0,2,0
longstanding feel,0,1,0,0,0,0,0,0,0
longterm collaborations,0,0,0,0,0,1,0,0,0
longterm commitments,0,1,0,0,0,0,0,0,0
longterm creating,0,0,1,0,0,0,0,0,0
longterm custom,0,0,0,0,0,1,0,0,0
longterm growth,0,0,0,0,0,1,0,0,0
longterm national,0,0,0,0,0,1,0,0,0
longterm productivity,0,0,0,0,0,1,0,0,0
look across,0,0,0,1,0,0,0,0,0
look appoint,0,0,0,1,0,0,0,0,0
look economy,0,0,0,0,0,0,1,0,0
look ensure,0,0,0,0,0,0,0,1,0
look improve,0,0,0,0,0,0,0,1,0
look increase,0,1,0,1,0,0,0,0,0
look shape,0,0,0,1,0,0,0,0,0
look take,0,1,0,0,0,0,0,0,0
look urban,0,0,0,0,0,1,0,0,0
looking access,0,0,0,0,1,0,0,0,0
looking britain,0,0,0,0,0,1,0,0,0
looking capitalise,0,0,0,1,0,0,0,0,0
looking evidence,0,1,0,0,0,0,0,0,0
looking grow,0,1,0,0,0,0,0,0,0
looking move,0,0,0,0,0,0,0,0,1
looking nation,0,0,0,0,0,0,0,1,0
looking new,0,0,0,0,0,0,0,0,1
looking respect,0,0,0,0,0,2,0,0,0
looking skill,0,0,0,0,0,0,0,2,0
looking work,1,0,0,0,0,0,0,0,0
lord hutton,0,1,0,0,0,0,0,0,0
lord sainsbury,0,0,0,0,0,0,0,2,0
losing race,0,0,0,0,1,0,0,0,0
losses significant,0,0,0,0,0,0,0,0,1
lost countries,0,0,0,0,1,0,0,0,0
loughborough university,0,0,0,0,1,0,0,0,0
lovelace created,0,0,0,0,1,0,0,0,0
low achievement,0,0,0,0,0,0,0,1,0
low carbon,0,3,0,8,1,7,0,0,0
low cost,0,0,0,1,1,2,0,0,0
low earning,0,0,0,0,0,0,0,1,0
low emission,0,2,0,3,0,0,0,0,0
low employer,0,0,0,0,0,0,0,1,0
low gravity,0,0,0,0,0,3,0,0,0
low intermediate,0,0,0,0,0,0,0,1,0
low paid,0,0,0,0,0,0,0,1,0
low people,0,0,0,0,0,0,0,1,0
low r,0,0,0,0,1,0,0,0,0
low skilled,0,0,0,0,0,0,0,1,0
low support,0,0,0,0,0,1,0,0,0
low take,0,0,0,0,0,0,0,1,0
low zero,0,1,0,0,0,0,0,0,0
lower average,0,1,0,0,0,0,0,0,0
lower bills,0,0,0,0,0,2,0,0,0
lower birth,0,0,0,1,0,0,0,0,0
lower carbon,0,0,0,1,0,0,0,0,0
lower cost,0,0,0,0,0,1,0,0,0
lower productivity,0,0,0,1,0,0,2,1,1
lower wages,0,1,0,0,0,0,0,0,0
lower want,0,0,0,0,0,0,0,1,0
lowest g,0,1,0,0,0,0,0,0,0
lowest overall,0,1,0,0,0,0,0,0,0
lowest years,0,0,1,0,0,0,0,0,0
lowpeople develop,0,0,0,0,0,0,0,1,0
luptaepudam ide,0,0,0,0,0,0,1,0,0
lux prt,0,0,0,0,1,0,0,0,0
luxembourg sweden,0,0,0,0,1,0,0,0,0
lva mex,0,0,0,0,1,0,0,0,0
machina richard,0,0,0,0,1,0,0,0,0
machine intelligence,0,1,0,0,0,0,0,0,0
machine learning,0,0,0,8,1,0,0,0,0
machines support,0,0,0,0,1,0,0,0,0
made advantage,0,1,0,0,0,0,0,0,0
made already,0,1,0,0,0,0,0,0,0
made available,0,0,0,1,1,0,0,0,2
made clear,0,1,0,0,0,0,0,0,1
made confidence,0,0,0,0,0,0,1,0,1
made electrification,0,0,0,1,0,0,0,0,0
made employers,0,0,0,0,0,0,0,1,0
made export,0,0,0,0,0,0,1,0,0
made five,0,0,0,0,0,1,0,0,0
made future,0,0,0,0,0,1,0,0,0
made great,0,0,0,0,0,0,1,0,0
made huge,0,0,1,0,0,0,0,0,0
made important,0,0,0,0,0,0,0,0,2
made network,0,0,0,0,1,0,0,0,0
made progress,0,0,0,0,0,0,0,1,0
made recommendations,0,1,0,0,0,0,0,0,0
made significant,0,0,0,0,0,1,0,0,0
made smarter,0,4,0,0,0,0,0,0,0
made south,0,1,0,0,0,0,0,0,0
made transformational,0,1,0,0,0,0,0,0,0
made uk,0,0,0,0,1,0,0,0,0
made underused,0,0,0,0,0,0,0,0,1
magnet international,0,0,0,0,0,0,1,0,0
magnet world,0,0,0,0,1,0,0,0,0
magnet worldclass,0,0,0,0,1,0,0,0,0
magnetic resonance,0,0,0,0,1,0,0,0,0
maier chief,0,1,0,0,0,0,0,0,0
main clients,0,1,0,0,0,0,0,0,0
main groups,0,0,0,1,0,0,0,0,0
mainland isles,0,0,0,0,0,1,0,0,0
maintain best,0,1,0,0,0,0,0,0,0
maintain chosen,0,0,0,1,0,0,0,0,0
maintain enhance,0,1,0,0,0,0,0,0,0
maintain position,0,1,0,0,0,0,0,0,0
maintain positive,0,1,0,0,0,0,0,0,0
maintain utility,0,0,0,0,0,1,0,0,0
maintained third,0,0,0,0,0,1,0,0,0
maintaining capacities,0,0,0,1,0,0,0,0,0
maintaining os,0,0,0,0,0,1,0,0,0
maintaining position,0,0,0,0,1,0,0,0,0
maintaining principles,0,0,0,0,0,0,1,0,0
maintains world,0,0,0,0,1,0,0,0,0
maintenance anaerobic,0,0,0,0,0,1,0,0,0
maintenance loan,0,0,0,0,0,0,0,1,0
maintenance port,0,0,0,0,0,0,0,0,1
maintenance technicians,0,0,0,1,0,0,0,0,0
major airline,0,1,0,0,0,0,0,0,0
major automotive,0,2,0,0,0,0,0,0,0
major breakthroughs,0,0,0,0,1,0,0,0,0
major catalyst,0,0,0,0,0,0,0,0,1
major centres,0,0,0,0,0,0,0,0,1
major component,0,1,0,0,0,0,0,0,0
major construction,0,0,0,0,0,1,0,0,0
major countries,0,0,0,0,0,0,1,0,0
major decisions,0,1,0,0,0,0,0,0,0
major driver,0,0,0,0,0,0,0,0,1
major economies,0,1,0,0,0,0,0,1,0
major economy,0,0,0,0,0,0,1,0,0
major food,0,0,0,0,0,0,0,0,1
major global,0,1,0,0,0,1,0,0,0
major health,0,1,0,0,0,0,0,0,0
major healthcare,0,1,0,0,0,0,0,0,0
major impact,0,2,0,0,0,0,0,0,0
major infrastructure,0,0,0,0,0,1,0,0,0
major interventions,0,0,0,0,0,1,0,0,0
major investment,0,0,0,0,0,2,0,0,0
major investments,0,0,0,0,0,2,0,0,0
major private,0,0,0,0,0,0,1,0,0
major programme,0,0,0,0,0,0,0,1,0
major project,0,0,0,0,1,0,0,0,0
major public,0,0,0,0,0,0,0,0,1
major reforms,0,1,0,0,0,0,0,0,0
major review,0,0,0,0,0,0,0,2,0
major science,1,0,0,0,0,0,0,0,0
major scientific,0,0,0,0,1,0,0,0,0
major skills,0,0,0,0,0,0,0,1,0
major source,0,1,0,1,0,0,0,0,0
major trading,0,0,0,0,0,0,1,0,0
major transport,0,2,0,0,0,1,0,0,0
major trends,0,0,0,1,0,0,0,0,0
major upgrade,0,0,0,0,0,1,2,0,0
majority energy,0,0,0,0,1,0,0,0,0
majority jobs,0,0,0,0,0,0,0,1,0
make additional,0,0,0,0,0,0,0,0,1
make available,0,0,0,0,0,0,0,0,1
make best,0,1,0,0,0,0,0,0,0
make better,0,1,0,0,0,0,0,0,1
make bn,0,0,0,0,0,0,0,0,2
make britain,0,1,0,0,0,0,0,0,0
make case,0,1,0,0,0,0,0,0,0
make choices,0,0,0,0,0,0,0,1,1
make clean,0,0,0,2,0,0,0,0,0
make compelling,0,1,0,0,0,0,0,0,0
make core,0,0,0,0,0,0,0,1,0
make cost,0,0,0,0,0,1,0,0,0
make country,0,0,1,1,0,0,0,0,0
make decisions,0,1,0,0,0,0,1,0,0
make difference,0,0,1,0,0,0,0,0,0
make dispose,0,0,0,0,0,1,0,0,0
make easier,0,1,0,0,0,1,0,1,0
make easy,0,0,0,0,0,0,0,1,0
make energyintensive,0,0,0,1,0,0,0,0,0
make exploration,0,0,0,0,1,0,0,0,0
make flexible,0,0,0,1,0,0,0,0,0
make global,0,0,0,2,0,0,0,0,0
make growth,0,0,0,0,0,1,0,0,0
make informed,0,0,0,0,0,0,0,1,0
make investments,0,0,0,0,0,1,0,0,0
make land,0,0,0,0,0,1,0,0,0
make long,0,0,0,0,0,0,1,0,0
make micro,0,0,0,0,0,0,1,0,0
make opportunities,0,0,0,0,0,0,1,0,0
make opportunity,0,2,0,0,0,0,0,0,0
make places,0,0,0,0,0,1,0,0,0
make preparations,0,0,0,0,0,0,1,0,0
make prestigious,1,0,0,0,0,0,0,0,0
make public,0,0,0,0,0,1,0,0,0
make quicker,0,0,0,0,1,0,0,0,0
make reality,0,1,0,0,1,0,0,0,0
make recommendations,0,0,0,0,0,0,2,0,0
make reference,0,1,0,0,0,0,0,0,0
make sector,0,0,0,0,0,0,0,1,0
make significant,0,2,0,2,0,0,0,0,0
make skills,0,0,0,0,0,0,0,1,0
make strategic,0,1,0,0,1,0,0,0,0
make strengths,0,0,0,0,1,0,1,0,0
make sure,0,2,0,0,0,1,0,0,1
make tackle,0,0,0,0,0,0,0,1,0
make uk,0,3,0,2,0,0,1,0,0
make united,0,0,1,0,0,0,0,0,0
make us,0,1,0,1,0,0,1,0,0
make use,0,0,0,0,0,1,0,0,0
make value,0,0,0,0,0,1,0,0,0
make work,0,0,0,0,0,0,0,1,0
make world,0,0,0,1,0,0,0,0,0
makers shelving,0,1,0,0,0,0,0,0,0
makers take,0,0,0,1,0,0,0,0,0
makers uk,0,1,0,0,0,0,0,0,0
makes easy,0,0,0,0,0,0,0,1,0
makes economic,0,0,0,0,0,0,0,0,1
makes even,0,0,1,0,0,0,0,0,0
makes five,0,2,0,0,0,0,0,0,0
makes policy,0,0,0,1,0,0,0,0,0
makes significant,0,2,0,0,0,0,0,0,0
makes uk,0,1,0,0,0,0,0,0,0
making advantages,0,0,0,2,0,0,0,0,0
making ai,0,0,0,1,0,0,0,0,0
making available,0,0,0,0,0,0,0,2,0
making better,0,0,0,1,0,0,0,0,0
making biggest,0,0,0,0,0,0,1,0,0
making complemented,0,0,0,0,0,1,0,0,0
making data,0,0,0,0,0,1,0,0,0
making deal,0,1,0,0,0,0,0,0,0
making easier,0,0,0,0,1,0,0,0,0
making effective,0,0,0,0,0,0,0,0,1
making expected,0,0,0,0,0,0,1,0,0
making good,0,0,0,0,0,0,0,0,1
making help,0,0,0,0,0,1,0,0,0
making infrastructure,0,0,0,0,0,1,0,0,0
making intelligent,0,0,0,0,0,1,0,0,0
making manchester,0,0,0,0,0,1,0,0,0
making many,0,0,1,0,0,0,0,0,0
making number,0,1,0,0,0,0,0,0,0
making per,0,0,0,1,0,0,0,0,0
making progress,0,0,0,0,0,1,0,0,0
making real,0,0,0,0,0,0,0,1,0
making role,0,1,0,0,0,0,0,0,0
making sector,0,0,0,0,0,0,1,0,0
making site,0,0,0,0,0,0,0,0,1
making strategic,0,0,0,0,0,1,0,0,0
making uk,0,0,0,0,0,1,0,0,0
making working,0,0,0,0,1,0,0,0,0
making worldclass,0,0,0,0,0,1,0,0,0
male counterparts,0,0,0,0,0,0,0,1,0
male female,0,0,0,0,0,0,0,2,0
man woman,0,0,0,0,0,0,0,1,0
manage demand,0,0,0,1,0,0,0,0,0
manage energy,0,0,0,0,0,1,0,0,0
manage risk,0,1,0,0,0,0,0,0,0
managed scottish,0,0,0,0,0,0,0,1,0
management aspects,0,0,0,0,0,1,0,0,0
management catapults,0,0,0,0,1,0,0,0,0
management former,0,0,0,0,0,0,0,0,1
management levels,0,0,0,0,0,0,0,1,0
management modules,0,1,0,0,0,0,0,0,0
management practices,0,2,0,0,0,0,0,0,0
management skills,0,3,0,0,0,0,0,0,0
management standards,0,0,0,1,0,0,0,0,0
management systems,0,1,0,0,0,0,0,0,0
management taking,0,0,0,0,0,0,0,1,0
management training,0,1,0,0,0,0,0,0,0
manager less,0,1,0,0,0,0,0,0,0
managers autumn,0,1,0,0,0,0,0,0,0
managers average,0,1,0,0,0,0,0,0,0
managers responding,0,1,0,0,0,0,0,0,0
manchester alongside,0,1,0,0,0,0,0,0,0
manchester attractive,0,0,0,0,0,1,0,0,0
manchester business,0,1,0,0,0,0,0,0,0
manchester combined,0,0,0,0,0,1,0,0,0
manchester construction,0,0,0,0,0,1,0,0,0
manchester delivered,0,0,0,0,0,1,0,0,0
manchester develop,0,1,0,0,0,0,0,0,0
manchester east,0,0,0,0,1,0,0,0,0
manchester explore,0,0,0,0,0,0,0,0,1
manchester glasgow,0,0,0,0,0,0,1,0,0
manchester government,0,0,0,0,0,0,0,0,1
manchester leeds,0,0,0,0,0,0,0,0,1
manchester sheffield,0,0,0,0,0,1,0,0,1
manchester university,0,0,0,0,1,0,0,0,0
manchester west,0,0,0,0,0,0,0,0,1
manchester york,0,0,0,0,0,1,0,0,0
mandate new,0,0,0,0,0,1,0,0,0
mandatory work,0,0,0,0,0,0,0,1,0
manner develop,0,0,0,1,0,0,0,0,0
manner upgrade,0,0,0,0,0,1,0,0,0
manufacture batteries,0,0,0,0,1,0,0,0,0
manufacture bringing,0,0,0,0,1,0,0,0,0
manufacture future,0,1,0,0,0,0,0,0,0
manufacture offshore,0,0,0,1,0,0,0,0,0
manufacture use,0,0,0,2,0,0,0,0,0
manufactured value,0,1,0,0,0,0,0,0,0
manufacturer biochemical,0,0,0,0,0,1,0,0,0
manufacturer restoration,0,0,0,0,0,1,0,0,0
manufacturers airbus,0,1,0,0,0,0,0,0,0
manufacturing accounts,0,2,0,0,0,0,0,0,0
manufacturing across,0,1,0,0,0,0,0,0,0
manufacturing additional,0,1,0,0,0,0,0,0,0
manufacturing advanced,0,0,0,0,0,0,0,1,0
manufacturing already,0,1,0,0,0,0,0,0,0
manufacturing artificial,0,0,0,0,0,0,0,1,0
manufacturing arts,0,0,0,0,0,0,0,1,0
manufacturing bioeconomy,0,0,0,0,1,0,0,0,0
manufacturing biological,0,0,0,0,0,1,0,0,0
manufacturing businesses,0,1,0,0,1,0,0,0,0
manufacturing catapult,0,0,0,0,2,0,0,0,1
manufacturing centre,0,0,0,0,0,0,0,0,1
manufacturing cluster,0,0,0,0,0,0,0,0,1
manufacturing community,0,0,0,0,0,0,0,0,1
manufacturing creative,0,0,0,0,1,0,0,0,0
manufacturing crucial,0,1,0,0,0,0,0,0,0
manufacturing deal,0,1,0,0,0,0,0,0,0
manufacturing digital,0,0,0,0,1,0,0,0,0
manufacturing energy,0,0,0,1,0,0,0,0,0
manufacturing ensure,0,1,0,0,0,0,0,0,0
manufacturing facilities,0,0,0,0,0,1,0,0,0
manufacturing facility,0,0,0,0,0,0,0,0,1
manufacturing foundations,0,1,0,0,0,0,0,0,0
manufacturing greater,0,0,0,0,1,0,0,0,0
manufacturing health,0,0,0,0,1,0,0,0,0
manufacturing including,0,1,0,0,0,0,0,0,0
manufacturing innovation,0,0,0,0,0,0,0,0,1
manufacturing life,0,0,1,0,0,0,0,0,0
manufacturing lost,0,0,0,0,1,0,0,0,0
manufacturing major,0,1,0,0,0,0,0,0,0
manufacturing materials,0,1,0,0,0,0,0,0,0
manufacturing processes,0,0,0,0,1,0,0,0,0
manufacturing research,0,0,0,0,0,0,0,0,1
manufacturing retail,0,1,0,0,0,0,0,0,0
manufacturing role,0,1,0,0,0,0,0,0,0
manufacturing sector,0,2,0,1,0,0,0,0,0
manufacturing sectors,0,1,0,0,0,0,0,0,0
manufacturing selling,0,0,0,0,1,0,0,0,0
manufacturing sheffield,0,0,0,0,0,0,0,0,2
manufacturing still,0,0,0,0,1,0,0,0,0
manufacturing strategies,0,0,0,0,0,0,1,0,0
manufacturing supply,0,1,0,0,0,0,0,0,0
manufacturing technologies,0,1,0,0,0,0,0,0,0
manufacturing uk,0,1,0,0,0,0,0,0,0
many applications,0,0,0,1,0,0,0,0,0
many areas,0,0,1,0,0,0,0,0,0
many buildings,0,0,0,0,1,0,0,0,0
many children,0,0,0,0,0,0,0,1,0
many competitors,0,1,0,0,0,0,0,0,0
many consumers,0,1,0,0,0,0,0,0,0
many countries,0,0,0,1,0,0,0,0,0
